username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Ligne12_RATP;2014-10-18 13:30;0;0;"Cet après-midi, Denis est là pour vous tenir au courant sur l'état du trafic #ligne12 . Bon trajet et bonne journée #RATP";;;#ligne12 #RATP;"523436030385737728";https://twitter.com/Ligne12_RATP/status/523436030385737728
Ligne12_RATP;2014-10-18 05:54;1;0;"Bonjour, Paco vous souhaite un bon trajet sur la #ligne12 , et vous informe de l'état du trafic #RATP .";;;#ligne12 #RATP;"523321238903857153";https://twitter.com/Ligne12_RATP/status/523321238903857153
Ligne12_RATP;2014-10-17 17:00;0;0;"Partez en vacances en toute tranquillité avec les navettes #RATP vers @AeroportsParis http://www. ratp.fr/fr/ratp/r_3714 1/des-liaisons-facilitees-avec-les-aeroports/ … pic.twitter.com/d9eXAlDcrQ";;@AeroportsParis;#RATP;"523126489248575489";https://twitter.com/Ligne12_RATP/status/523126489248575489
Ligne12_RATP;2014-10-17 13:44;0;0;"Bonjour, Cyril vous tient informés sur l'état du trafic sur la #ligne12 . Bon trajet. #RATP .";;;#ligne12 #RATP;"523077185192865792";https://twitter.com/Ligne12_RATP/status/523077185192865792
Ligne12_RATP;2014-10-17 09:09;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne12 #RATP . Incident terminé.";;;#Ligne12 #RATP;"523008002534952960";https://twitter.com/Ligne12_RATP/status/523008002534952960
Ligne12_RATP;2014-10-17 08:34;0;0;"08:33, le trafic est ralenti sur la ligne (panne de signalisation) #RATP #Ligne12";;;#RATP #Ligne12;"522999195624828928";https://twitter.com/Ligne12_RATP/status/522999195624828928
Ligne12_RATP;2014-10-17 06:06;0;0;"Bonne matinée et bon trajet aux voyageurs de la #ligne12 , Pascal vous informe sur l'état du trafic #RATP";;;#ligne12 #RATP;"522961883947876353";https://twitter.com/Ligne12_RATP/status/522961883947876353
Ligne12_RATP;2014-10-16 15:34;0;0;"La #RATP s’associe à @reponsesphoto pour lancer un concours autour de la ville http://www. ratp.fr/fr/ratp/r_1179 72/a-venir-grand-concours-ratp-avec-reponses-photo/ …";;@reponsesphoto;#RATP;"522742438944059392";https://twitter.com/Ligne12_RATP/status/522742438944059392
Ligne12_RATP;2014-10-16 13:17;0;0;"Bonjour ! Cet après midi, Sylvie vous tient informés de l'état du trafic sur la #ligne12 #RATP";;;#ligne12 #RATP;"522707876482400256";https://twitter.com/Ligne12_RATP/status/522707876482400256
Ligne12_RATP;2014-10-16 06:07;0;0;"Aujourd’hui, Pascal est avec vous jusqu’à 13h et vous informe sur l'état du trafic sur la #ligne12 Bonne matinée #RATP";;;#ligne12 #RATP;"522599585836187648";https://twitter.com/Ligne12_RATP/status/522599585836187648
Ligne12_RATP;2014-10-15 13:22;1;1;"Découvrez l’expo "Les Borgia & leur temps" @museemaillol jusqu'au 15 février en partenariat avec #RATP http://www. ratp.fr/fr/ratp/r_1179 38/l-exposition-les-borgia-et-leur-temps-au-musee-maillol/ … #Ligne12_RATP";;@museemaillol;#RATP #Ligne12_RATP;"522346785386545152";https://twitter.com/Ligne12_RATP/status/522346785386545152
Ligne12_RATP;2014-10-15 13:21;0;1;"Bonjour, Cyril vous tient informés sur l'état du trafic sur la #ligne12 . Bon trajet. #RATP .";;;#ligne12 #RATP;"522346541680693248";https://twitter.com/Ligne12_RATP/status/522346541680693248
Ligne12_RATP;2014-10-15 12:56;0;0;"Découvrez notre espace dédié http://www. ratp.fr/expophoto 2/2";;;;"522340106066472960";https://twitter.com/Ligne12_RATP/status/522340106066472960
Ligne12_RATP;2014-10-15 12:55;0;0;""La #RATP invite" Garry #Winogrand dans 16 stations et gares de son réseau jusqu’au 8 février 2015 ½ pic.twitter.com/PSw6Ftdctd";;;#RATP #Winogrand;"522339932053180416";https://twitter.com/Ligne12_RATP/status/522339932053180416
Ligne12_RATP;2014-10-15 09:37;0;0;"Retour à un trafic régulier sur l'ensemble de la #Ligne12 #RATP . Incident terminé.";;;#Ligne12 #RATP;"522290273704214528";https://twitter.com/Ligne12_RATP/status/522290273704214528
Ligne12_RATP;2014-10-15 08:34;1;0;"08:32, le trafic est ralenti sur la ligne (panne de matériel) #RATP #Ligne12";;;#RATP #Ligne12;"522274419809742848";https://twitter.com/Ligne12_RATP/status/522274419809742848
Ligne12_RATP;2014-10-15 08:13;1;0;"08:11, le trafic est ralenti de Front Populaire vers Mairie d'Issy (panne de matériel) #RATP #Ligne12";;;#RATP #Ligne12;"522269134844100608";https://twitter.com/Ligne12_RATP/status/522269134844100608
