2014-01-23,RERD_SNCF,2
2014-01-23,RER_A,1
2014-01-24,Ligne1_RATP,2
2014-01-24,Ligne5_RATP,2
2014-01-24,Ligne9_RATP,2
2014-01-24,RERB,8
2014-01-24,RER_A,10
2014-01-25,Ligne12_RATP,2
2014-01-25,Ligne13_RATP,7
2014-01-25,Ligne1_RATP,2
2014-01-25,Ligne3_RATP,2
2014-01-25,Ligne4_RATP,1
2014-01-25,Ligne6_RATP,5
2014-01-25,Ligne9_RATP,2
2014-01-25,RER_A,1
2014-01-26,Ligne13_RATP,5
2014-01-26,Ligne1_RATP,2
2014-01-26,Ligne8_RATP,2
2014-01-26,Ligne9_RATP,6
2014-01-26,RER_A,5
2014-01-27,Ligne12_RATP,4
2014-01-27,Ligne13_RATP,1
2014-01-27,Ligne1_RATP,2
2014-01-27,Ligne4_RATP,4
2014-01-27,Ligne5_RATP,3
2014-01-27,Ligne6_RATP,14
2014-01-27,Ligne7_RATP,2
2014-01-27,Ligne8_RATP,4
2014-01-27,RERB,1
2014-01-27,RER_A,1
2014-01-28,Ligne1_RATP,4
2014-01-28,Ligne5_RATP,3
2014-01-28,Ligne7_RATP,4
2014-01-28,Ligne9_RATP,2
2014-01-28,RERB,8
2014-01-28,RER_A,1
2014-01-29,Ligne3_RATP,2
2014-01-29,Ligne4_RATP,6
2014-01-29,RERB,13
2014-01-29,RERD_SNCF,2
2014-01-29,RER_A,13
2014-01-30,Ligne10_RATP,3
2014-01-30,Ligne1_RATP,4
2014-01-30,Ligne2_RATP,3
2014-01-30,Ligne5_RATP,3
2014-01-30,RER_A,2
2014-01-31,Ligne11_RATP,3
2014-01-31,Ligne14_RATP,2
2014-01-31,Ligne2_RATP,3
2014-01-31,Ligne9_RATP,5
2014-01-31,RERB,12
2014-01-31,RERD_SNCF,3
2014-01-31,RER_A,8
2014-02-01,Ligne12_RATP,4
2014-02-01,Ligne4_RATP,10
2014-02-01,Ligne6_RATP,3
2014-02-01,Ligne8_RATP,3
2014-02-01,RERB,6
2014-02-02,Ligne10_RATP,2
2014-02-02,Ligne11_RATP,2
2014-02-02,Ligne12_RATP,12
2014-02-02,Ligne13_RATP,5
2014-02-02,Ligne14_RATP,2
2014-02-02,Ligne1_RATP,6
2014-02-02,Ligne2_RATP,2
2014-02-02,Ligne3_RATP,2
2014-02-02,Ligne4_RATP,2
2014-02-02,Ligne5_RATP,2
2014-02-02,Ligne6_RATP,2
2014-02-02,Ligne7_RATP,2
2014-02-02,Ligne8_RATP,4
2014-02-02,Ligne9_RATP,5
2014-02-03,Ligne12_RATP,3
2014-02-03,Ligne1_RATP,1
2014-02-03,Ligne3_RATP,2
2014-02-03,Ligne6_RATP,3
2014-02-03,RERD_SNCF,4
2014-02-04,Ligne10_RATP,4
2014-02-04,Ligne12_RATP,6
2014-02-04,Ligne14_RATP,2
2014-02-04,Ligne4_RATP,2
2014-02-04,RERD_SNCF,1
2014-02-04,RER_A,6
2014-02-05,Ligne11_RATP,1
2014-02-05,Ligne12_RATP,2
2014-02-05,Ligne13_RATP,7
2014-02-05,Ligne14_RATP,1
2014-02-05,Ligne1_RATP,1
2014-02-05,Ligne4_RATP,1
2014-02-05,Ligne7_RATP,1
2014-02-05,Ligne8_RATP,3
2014-02-05,RERB,4
2014-02-05,RERD_SNCF,5
2014-02-05,RER_A,1
2014-02-06,Ligne11_RATP,3
2014-02-06,Ligne12_RATP,9
2014-02-06,Ligne13_RATP,4
2014-02-06,Ligne8_RATP,5
2014-02-06,RERD_SNCF,7
2014-02-07,Ligne13_RATP,3
2014-02-07,Ligne14_RATP,1
2014-02-07,Ligne1_RATP,4
2014-02-07,Ligne2_RATP,5
2014-02-07,Ligne4_RATP,1
2014-02-07,Ligne5_RATP,2
2014-02-07,Ligne6_RATP,1
2014-02-07,Ligne7_RATP,1
2014-02-07,Ligne9_RATP,3
2014-02-07,RER_A,2
2014-02-08,Ligne12_RATP,2
2014-02-08,Ligne1_RATP,3
2014-02-08,Ligne9_RATP,3
2014-02-09,Ligne4_RATP,3
2014-02-09,Ligne7_RATP,4
2014-02-09,Ligne8_RATP,3
2014-02-10,Ligne13_RATP,2
2014-02-10,Ligne14_RATP,2
2014-02-10,Ligne1_RATP,1
2014-02-10,Ligne2_RATP,2
2014-02-10,Ligne3_RATP,8
2014-02-10,Ligne4_RATP,6
2014-02-10,Ligne6_RATP,2
2014-02-10,Ligne7_RATP,6
2014-02-10,Ligne8_RATP,2
2014-02-10,RERB,4
2014-02-10,RERD_SNCF,4
2014-02-11,Ligne13_RATP,2
2014-02-11,Ligne14_RATP,1
2014-02-11,Ligne2_RATP,1
2014-02-11,Ligne4_RATP,4
2014-02-11,Ligne5_RATP,1
2014-02-11,Ligne6_RATP,1
2014-02-11,Ligne7_RATP,8
2014-02-11,RERB,4
2014-02-11,RERD_SNCF,1
2014-02-11,RER_A,17
2014-02-12,Ligne10_RATP,2
2014-02-12,Ligne12_RATP,6
2014-02-12,Ligne13_RATP,3
2014-02-12,Ligne4_RATP,2
2014-02-12,Ligne5_RATP,3
2014-02-12,Ligne6_RATP,2
2014-02-12,Ligne7_RATP,3
2014-02-12,Ligne9_RATP,2
2014-02-12,RERB,5
2014-02-12,RERD_SNCF,1
2014-02-13,Ligne11_RATP,2
2014-02-13,Ligne12_RATP,1
2014-02-13,Ligne2_RATP,1
2014-02-13,Ligne3_RATP,4
2014-02-13,Ligne4_RATP,3
2014-02-13,Ligne5_RATP,3
2014-02-13,Ligne6_RATP,4
2014-02-13,Ligne9_RATP,5
2014-02-13,RERB,8
2014-02-13,RERD_SNCF,3
2014-02-14,Ligne14_RATP,2
2014-02-14,Ligne1_RATP,2
2014-02-14,Ligne2_RATP,2
2014-02-14,Ligne4_RATP,1
2014-02-14,Ligne6_RATP,2
2014-02-14,Ligne8_RATP,4
2014-02-14,Ligne9_RATP,2
2014-02-14,RERB,8
2014-02-14,RERD_SNCF,3
2014-02-14,RER_A,3
2014-02-15,Ligne7_RATP,5
2014-02-15,RER_A,3
2014-02-16,Ligne1_RATP,2
2014-02-16,Ligne9_RATP,2
2014-02-16,RERB,2
2014-02-16,RER_A,4
2014-02-17,Ligne1_RATP,3
2014-02-17,Ligne2_RATP,1
2014-02-17,Ligne4_RATP,5
2014-02-17,Ligne6_RATP,5
2014-02-17,Ligne7_RATP,1
2014-02-17,Ligne8_RATP,3
2014-02-17,Ligne9_RATP,2
2014-02-17,RERB,1
2014-02-17,RERD_SNCF,1
2014-02-18,Ligne14_RATP,1
2014-02-18,Ligne1_RATP,4
2014-02-18,Ligne3_RATP,1
2014-02-18,Ligne4_RATP,9
2014-02-18,Ligne6_RATP,4
2014-02-18,Ligne8_RATP,3
2014-02-18,Ligne9_RATP,3
2014-02-18,RERB,1
2014-02-18,RERD_SNCF,2
2014-02-18,RER_A,5
2014-02-19,Ligne11_RATP,2
2014-02-19,Ligne13_RATP,8
2014-02-19,Ligne1_RATP,3
2014-02-19,Ligne2_RATP,1
2014-02-19,Ligne4_RATP,2
2014-02-19,Ligne5_RATP,2
2014-02-19,Ligne6_RATP,1
2014-02-19,Ligne8_RATP,5
2014-02-19,Ligne9_RATP,4
2014-02-19,RER_A,2
2014-02-20,Ligne13_RATP,1
2014-02-20,Ligne2_RATP,1
2014-02-20,Ligne3_RATP,3
2014-02-20,Ligne4_RATP,8
2014-02-20,Ligne6_RATP,8
2014-02-20,Ligne7_RATP,1
2014-02-20,Ligne8_RATP,4
2014-02-20,Ligne9_RATP,1
2014-02-20,RERB,9
2014-02-20,RERD_SNCF,1
2014-02-20,RER_A,4
2014-02-21,Ligne12_RATP,2
2014-02-21,Ligne13_RATP,3
2014-02-21,Ligne1_RATP,4
2014-02-21,Ligne4_RATP,2
2014-02-21,Ligne6_RATP,1
2014-02-21,Ligne7_RATP,3
2014-02-21,Ligne9_RATP,2
2014-02-21,RERB,3
2014-02-21,RER_A,5
2014-02-22,Ligne10_RATP,2
2014-02-22,Ligne13_RATP,2
2014-02-22,Ligne3_RATP,3
2014-02-23,RERB,2
2014-02-23,RER_A,12
2014-02-24,Ligne13_RATP,2
2014-02-24,Ligne1_RATP,2
2014-02-24,Ligne2_RATP,1
2014-02-24,Ligne5_RATP,3
2014-02-24,Ligne6_RATP,2
2014-02-24,Ligne8_RATP,2
2014-02-24,RERB,7
2014-02-24,RERD_SNCF,1
2014-02-24,RER_A,3
2014-02-25,Ligne12_RATP,3
2014-02-25,Ligne13_RATP,4
2014-02-25,Ligne3_RATP,1
2014-02-25,Ligne4_RATP,4
2014-02-25,RERB,1
2014-02-25,RERD_SNCF,3
2014-02-25,RER_A,2
2014-02-26,Ligne13_RATP,6
2014-02-26,Ligne2_RATP,3
2014-02-26,Ligne4_RATP,2
2014-02-26,Ligne5_RATP,1
2014-02-26,Ligne6_RATP,4
2014-02-26,RERB,8
2014-02-26,RERD_SNCF,1
2014-02-26,RER_A,2
2014-02-27,Ligne12_RATP,4
2014-02-27,Ligne6_RATP,5
2014-02-27,Ligne7_RATP,2
2014-02-27,Ligne8_RATP,2
2014-02-27,RERB,7
2014-02-27,RERD_SNCF,3
2014-02-28,Ligne13_RATP,6
2014-02-28,Ligne1_RATP,7
2014-02-28,Ligne2_RATP,1
2014-02-28,RERB,5
2014-02-28,RERD_SNCF,1
2014-03-01,Ligne1_RATP,3
2014-03-01,Ligne6_RATP,4
2014-03-01,Ligne8_RATP,4
2014-03-01,Ligne9_RATP,3
2014-03-01,RER_A,6
2014-03-02,Ligne10_RATP,1
2014-03-02,Ligne12_RATP,3
2014-03-02,Ligne13_RATP,2
2014-03-02,Ligne1_RATP,2
2014-03-02,Ligne4_RATP,2
2014-03-02,Ligne9_RATP,1
2014-03-03,Ligne12_RATP,3
2014-03-03,Ligne14_RATP,3
2014-03-03,Ligne4_RATP,1
2014-03-03,Ligne5_RATP,3
2014-03-03,Ligne6_RATP,3
2014-03-03,Ligne8_RATP,4
2014-03-03,RERB,4
2014-03-03,RERD_SNCF,6
2014-03-04,Ligne12_RATP,4
2014-03-04,Ligne13_RATP,3
2014-03-04,Ligne1_RATP,2
2014-03-04,Ligne4_RATP,4
2014-03-04,Ligne5_RATP,1
2014-03-04,Ligne6_RATP,4
2014-03-04,Ligne8_RATP,2
2014-03-04,Ligne9_RATP,2
2014-03-04,RERB,3
2014-03-04,RERD_SNCF,1
2014-03-05,Ligne10_RATP,3
2014-03-05,Ligne13_RATP,3
2014-03-05,Ligne8_RATP,6
2014-03-05,Ligne9_RATP,2
2014-03-05,RERB,2
2014-03-05,RERD_SNCF,3
2014-03-05,RER_A,4
2014-03-06,Ligne10_RATP,5
2014-03-06,Ligne12_RATP,5
2014-03-06,Ligne13_RATP,9
2014-03-06,Ligne6_RATP,3
2014-03-06,Ligne9_RATP,6
2014-03-06,RERD_SNCF,3
2014-03-06,RER_A,2
2014-03-07,Ligne13_RATP,5
2014-03-07,Ligne1_RATP,3
2014-03-07,Ligne2_RATP,2
2014-03-07,Ligne3_RATP,3
2014-03-07,Ligne4_RATP,3
2014-03-07,RERD_SNCF,1
2014-03-07,RER_A,10
2014-03-08,Ligne12_RATP,2
2014-03-08,Ligne4_RATP,2
2014-03-08,Ligne7_RATP,4
2014-03-08,Ligne9_RATP,3
2014-03-08,RERB,2
2014-03-08,RER_A,3
2014-03-09,Ligne13_RATP,6
2014-03-09,RER_A,3
2014-03-10,Ligne12_RATP,2
2014-03-10,Ligne13_RATP,3
2014-03-10,Ligne4_RATP,2
2014-03-10,Ligne5_RATP,1
2014-03-10,Ligne7_RATP,3
2014-03-10,Ligne8_RATP,2
2014-03-10,Ligne9_RATP,5
2014-03-10,RERB,2
2014-03-10,RER_A,3
2014-03-11,Ligne13_RATP,7
2014-03-11,Ligne1_RATP,5
2014-03-11,Ligne4_RATP,3
2014-03-11,Ligne7_RATP,4
2014-03-11,RERB,2
2014-03-11,RERD_SNCF,3
2014-03-11,RER_A,7
2014-03-12,Ligne10_RATP,3
2014-03-12,Ligne13_RATP,2
2014-03-12,Ligne14_RATP,4
2014-03-12,Ligne1_RATP,2
2014-03-12,Ligne2_RATP,4
2014-03-12,Ligne4_RATP,3
2014-03-12,Ligne9_RATP,2
2014-03-12,RERB,3
2014-03-12,RERD_SNCF,2
2014-03-12,RER_A,4
2014-03-13,Ligne10_RATP,1
2014-03-13,Ligne11_RATP,1
2014-03-13,Ligne12_RATP,4
2014-03-13,Ligne13_RATP,1
2014-03-13,Ligne14_RATP,6
2014-03-13,Ligne1_RATP,1
2014-03-13,Ligne2_RATP,1
2014-03-13,Ligne3_RATP,1
2014-03-13,Ligne4_RATP,1
2014-03-13,Ligne5_RATP,1
2014-03-13,Ligne6_RATP,7
2014-03-13,Ligne7_RATP,3
2014-03-13,Ligne8_RATP,3
2014-03-13,Ligne9_RATP,1
2014-03-13,RERB,5
2014-03-13,RERD_SNCF,2
2014-03-13,RER_A,4
2014-03-14,Ligne10_RATP,1
2014-03-14,Ligne11_RATP,1
2014-03-14,Ligne12_RATP,4
2014-03-14,Ligne13_RATP,1
2014-03-14,Ligne14_RATP,1
2014-03-14,Ligne1_RATP,1
2014-03-14,Ligne2_RATP,1
2014-03-14,Ligne3_RATP,1
2014-03-14,Ligne4_RATP,1
2014-03-14,Ligne5_RATP,1
2014-03-14,Ligne6_RATP,1
2014-03-14,Ligne7_RATP,5
2014-03-14,Ligne8_RATP,1
2014-03-14,Ligne9_RATP,7
2014-03-14,RERB,1
2014-03-14,RERD_SNCF,2
2014-03-14,RER_A,11
2014-03-15,Ligne10_RATP,2
2014-03-15,Ligne11_RATP,1
2014-03-15,Ligne12_RATP,1
2014-03-15,Ligne13_RATP,1
2014-03-15,Ligne14_RATP,1
2014-03-15,Ligne1_RATP,1
2014-03-15,Ligne2_RATP,1
2014-03-15,Ligne3_RATP,1
2014-03-15,Ligne4_RATP,1
2014-03-15,Ligne5_RATP,1
2014-03-15,Ligne6_RATP,1
2014-03-15,Ligne7_RATP,1
2014-03-15,Ligne8_RATP,1
2014-03-15,Ligne9_RATP,2
2014-03-15,RERB,4
2014-03-15,RER_A,1
2014-03-16,Ligne10_RATP,3
2014-03-16,Ligne11_RATP,1
2014-03-16,Ligne12_RATP,1
2014-03-16,Ligne13_RATP,1
2014-03-16,Ligne14_RATP,1
2014-03-16,Ligne1_RATP,1
2014-03-16,Ligne2_RATP,1
2014-03-16,Ligne3_RATP,1
2014-03-16,Ligne4_RATP,1
2014-03-16,Ligne5_RATP,1
2014-03-16,Ligne6_RATP,1
2014-03-16,Ligne7_RATP,1
2014-03-16,Ligne8_RATP,1
2014-03-16,Ligne9_RATP,3
2014-03-16,RERB,1
2014-03-16,RER_A,2
2014-03-17,Ligne10_RATP,3
2014-03-17,Ligne11_RATP,2
2014-03-17,Ligne12_RATP,2
2014-03-17,Ligne13_RATP,2
2014-03-17,Ligne14_RATP,2
2014-03-17,Ligne1_RATP,12
2014-03-17,Ligne2_RATP,3
2014-03-17,Ligne3_RATP,3
2014-03-17,Ligne4_RATP,5
2014-03-17,Ligne5_RATP,8
2014-03-17,Ligne6_RATP,3
2014-03-17,Ligne7_RATP,3
2014-03-17,Ligne8_RATP,3
2014-03-17,Ligne9_RATP,3
2014-03-17,RERB,7
2014-03-17,RERD_SNCF,3
2014-03-17,RER_A,5
2014-03-18,Ligne11_RATP,1
2014-03-18,Ligne1_RATP,6
2014-03-18,Ligne2_RATP,1
2014-03-18,Ligne3_RATP,1
2014-03-18,Ligne4_RATP,4
2014-03-18,Ligne5_RATP,1
2014-03-18,RERB,2
2014-03-18,RERD_SNCF,4
2014-03-18,RER_A,19
2014-03-19,Ligne10_RATP,1
2014-03-19,Ligne12_RATP,3
2014-03-19,Ligne14_RATP,1
2014-03-19,Ligne1_RATP,5
2014-03-19,Ligne3_RATP,1
2014-03-19,Ligne4_RATP,2
2014-03-19,Ligne6_RATP,1
2014-03-19,Ligne7_RATP,9
2014-03-19,Ligne8_RATP,1
2014-03-19,Ligne9_RATP,1
2014-03-19,RERB,6
2014-03-19,RERD_SNCF,1
2014-03-19,RER_A,7
2014-03-20,Ligne12_RATP,2
2014-03-20,Ligne13_RATP,3
2014-03-20,Ligne14_RATP,1
2014-03-20,Ligne1_RATP,6
2014-03-20,Ligne3_RATP,2
2014-03-20,Ligne6_RATP,6
2014-03-20,Ligne7_RATP,7
2014-03-20,RER_A,10
2014-03-21,Ligne1_RATP,5
2014-03-21,Ligne5_RATP,2
2014-03-21,Ligne6_RATP,4
2014-03-21,Ligne7_RATP,3
2014-03-21,RERD_SNCF,2
2014-03-21,RER_A,1
2014-03-22,Ligne14_RATP,5
2014-03-22,Ligne6_RATP,7
2014-03-22,Ligne9_RATP,3
2014-03-22,RER_A,4
2014-03-23,Ligne3_RATP,4
2014-03-23,Ligne5_RATP,4
2014-03-23,Ligne7_RATP,4
2014-03-23,Ligne8_RATP,3
2014-03-23,RERB,7
2014-03-23,RER_A,1
2014-03-24,Ligne11_RATP,4
2014-03-24,Ligne12_RATP,2
2014-03-24,Ligne14_RATP,3
2014-03-24,Ligne2_RATP,3
2014-03-24,Ligne3_RATP,2
2014-03-24,Ligne5_RATP,3
2014-03-24,Ligne7_RATP,4
2014-03-24,Ligne8_RATP,5
2014-03-24,RERD_SNCF,2
2014-03-24,RER_A,9
2014-03-25,Ligne1_RATP,1
2014-03-25,Ligne2_RATP,8
2014-03-25,Ligne3_RATP,1
2014-03-25,Ligne4_RATP,6
2014-03-25,Ligne5_RATP,1
2014-03-25,RERB,2
2014-03-25,RERD_SNCF,1
2014-03-25,RER_A,2
2014-03-26,Ligne10_RATP,1
2014-03-26,Ligne11_RATP,3
2014-03-26,Ligne14_RATP,5
2014-03-26,Ligne1_RATP,2
2014-03-26,Ligne3_RATP,1
2014-03-26,Ligne4_RATP,1
2014-03-26,Ligne5_RATP,5
2014-03-26,Ligne6_RATP,7
2014-03-26,Ligne7_RATP,1
2014-03-26,Ligne8_RATP,1
2014-03-26,Ligne9_RATP,1
2014-03-26,RERB,14
2014-03-26,RERD_SNCF,5
2014-03-26,RER_A,4
2014-03-27,Ligne10_RATP,8
2014-03-27,Ligne11_RATP,1
2014-03-27,Ligne12_RATP,8
2014-03-27,Ligne13_RATP,10
2014-03-27,Ligne14_RATP,1
2014-03-27,Ligne1_RATP,5
2014-03-27,Ligne4_RATP,3
2014-03-27,Ligne5_RATP,2
2014-03-27,Ligne6_RATP,17
2014-03-27,Ligne8_RATP,10
2014-03-27,Ligne9_RATP,6
2014-03-27,RERB,4
2014-03-27,RERD_SNCF,1
2014-03-27,RER_A,5
2014-03-28,Ligne11_RATP,1
2014-03-28,Ligne13_RATP,3
2014-03-28,Ligne2_RATP,3
2014-03-28,Ligne3_RATP,1
2014-03-28,Ligne4_RATP,7
2014-03-28,Ligne5_RATP,2
2014-03-28,Ligne6_RATP,3
2014-03-28,RERD_SNCF,3
2014-03-28,RER_A,11
2014-03-29,Ligne14_RATP,2
2014-03-29,Ligne8_RATP,4
2014-03-29,RER_A,2
2014-03-30,Ligne1_RATP,4
2014-03-30,RERB,8
2014-03-31,Ligne7_RATP,7
2014-03-31,Ligne8_RATP,3
2014-03-31,RERB,5
2014-03-31,RER_A,4
2014-04-01,Ligne12_RATP,2
2014-04-01,Ligne4_RATP,5
2014-04-01,Ligne5_RATP,8
2014-04-01,Ligne7_RATP,4
2014-04-01,Ligne9_RATP,2
2014-04-01,RERB,10
2014-04-01,RERD_SNCF,3
2014-04-01,RER_A,5
2014-04-02,Ligne10_RATP,2
2014-04-02,Ligne12_RATP,5
2014-04-02,Ligne13_RATP,2
2014-04-02,Ligne1_RATP,2
2014-04-02,Ligne3_RATP,2
2014-04-02,Ligne4_RATP,2
2014-04-02,Ligne6_RATP,1
2014-04-02,Ligne7_RATP,1
2014-04-02,Ligne8_RATP,1
2014-04-02,Ligne9_RATP,2
2014-04-02,RERB,4
2014-04-02,RERD_SNCF,1
2014-04-02,RER_A,8
2014-04-03,Ligne10_RATP,6
2014-04-03,Ligne11_RATP,1
2014-04-03,Ligne12_RATP,1
2014-04-03,Ligne13_RATP,1
2014-04-03,Ligne14_RATP,3
2014-04-03,Ligne4_RATP,2
2014-04-03,Ligne7_RATP,2
2014-04-03,Ligne9_RATP,2
2014-04-03,RERB,9
2014-04-03,RERD_SNCF,3
2014-04-04,Ligne10_RATP,6
2014-04-04,Ligne1_RATP,3
2014-04-04,Ligne3_RATP,6
2014-04-04,Ligne4_RATP,4
2014-04-04,Ligne7_RATP,5
2014-04-04,Ligne8_RATP,1
2014-04-04,RERB,7
2014-04-04,RERD_SNCF,3
2014-04-04,RER_A,16
2014-04-05,Ligne13_RATP,1
2014-04-05,Ligne2_RATP,2
2014-04-05,Ligne7_RATP,2
2014-04-05,Ligne9_RATP,2
2014-04-05,RERB,7
2014-04-06,Ligne12_RATP,4
2014-04-06,Ligne1_RATP,3
2014-04-06,Ligne4_RATP,2
2014-04-06,Ligne6_RATP,4
2014-04-06,RERB,5
2014-04-06,RER_A,4
2014-04-07,Ligne12_RATP,2
2014-04-07,Ligne13_RATP,4
2014-04-07,Ligne14_RATP,3
2014-04-07,Ligne1_RATP,1
2014-04-07,Ligne2_RATP,1
2014-04-07,Ligne3_RATP,5
2014-04-07,Ligne4_RATP,3
2014-04-07,Ligne5_RATP,1
2014-04-07,Ligne6_RATP,8
2014-04-07,Ligne8_RATP,2
2014-04-07,RERB,7
2014-04-07,RERD_SNCF,1
2014-04-07,RER_A,8
2014-04-08,Ligne10_RATP,1
2014-04-08,Ligne12_RATP,1
2014-04-08,Ligne13_RATP,3
2014-04-08,Ligne1_RATP,6
2014-04-08,Ligne4_RATP,3
2014-04-08,Ligne5_RATP,1
2014-04-08,Ligne6_RATP,5
2014-04-08,Ligne7_RATP,1
2014-04-08,Ligne8_RATP,1
2014-04-08,Ligne9_RATP,1
2014-04-08,RERB,9
2014-04-08,RERD_SNCF,2
2014-04-08,RER_A,7
2014-04-09,Ligne10_RATP,3
2014-04-09,Ligne11_RATP,1
2014-04-09,Ligne12_RATP,1
2014-04-09,Ligne13_RATP,3
2014-04-09,Ligne14_RATP,1
2014-04-09,Ligne4_RATP,2
2014-04-09,Ligne7_RATP,2
2014-04-09,RERB,5
2014-04-09,RERD_SNCF,4
2014-04-09,RER_A,7
2014-04-10,Ligne12_RATP,9
2014-04-10,Ligne3_RATP,5
2014-04-10,Ligne8_RATP,1
2014-04-10,RERD_SNCF,1
2014-04-11,Ligne12_RATP,3
2014-04-11,Ligne3_RATP,2
2014-04-11,Ligne8_RATP,3
2014-04-11,RERB,1
