14,RERD_SNCF,160
14,RERE_SNCF,124
14,RER_A,455
15,Ligne10_RATP,115
15,Ligne11_RATP,113
15,Ligne12_RATP,219
15,Ligne13_RATP,190
15,Ligne14_RATP,142
15,Ligne1_RATP,205
15,Ligne2_RATP,202
15,Ligne3_RATP,147
15,Ligne4_RATP,384
15,Ligne5_RATP,191
15,Ligne6_RATP,228
15,Ligne7_RATP,145
15,Ligne8_RATP,236
15,Ligne9_RATP,206
15,RERB,374
15,RERC_SNCF,186
15,RERD_SNCF,157
15,RERE_SNCF,114
15,RER_A,545
16,Ligne10_RATP,112
16,Ligne11_RATP,99
16,Ligne12_RATP,192
16,Ligne13_RATP,197
16,Ligne14_RATP,137
16,Ligne1_RATP,206
16,Ligne2_RATP,140
16,Ligne3_RATP,160
16,Ligne4_RATP,347
16,Ligne5_RATP,197
16,Ligne6_RATP,248
16,Ligne7_RATP,191
16,Ligne8_RATP,219
16,Ligne9_RATP,170
16,RERB,394
16,RERC_SNCF,217
16,RERD_SNCF,174
16,RERE_SNCF,102
16,RER_A,541
17,Ligne10_RATP,120
17,Ligne11_RATP,104
17,Ligne12_RATP,182
17,Ligne13_RATP,268
17,Ligne14_RATP,143
17,Ligne1_RATP,188
17,Ligne2_RATP,142
17,Ligne3_RATP,166
17,Ligne4_RATP,353
17,Ligne5_RATP,210
17,Ligne6_RATP,253
17,Ligne7_RATP,241
17,Ligne8_RATP,226
17,Ligne9_RATP,216
17,RERB,538
17,RERC_SNCF,246
17,RERD_SNCF,273
17,RERE_SNCF,111
17,RER_A,607
18,Ligne10_RATP,92
18,Ligne11_RATP,69
18,Ligne12_RATP,170
18,Ligne13_RATP,213
18,Ligne14_RATP,99
18,Ligne1_RATP,232
18,Ligne2_RATP,134
18,Ligne3_RATP,151
18,Ligne4_RATP,308
18,Ligne5_RATP,202
18,Ligne6_RATP,215
18,Ligne7_RATP,201
18,Ligne8_RATP,204
18,Ligne9_RATP,170
18,RERB,550
18,RERC_SNCF,253
18,RERD_SNCF,305
18,RERE_SNCF,144
18,RER_A,489
19,Ligne10_RATP,97
19,Ligne11_RATP,68
19,Ligne12_RATP,132
19,Ligne13_RATP,202
19,Ligne14_RATP,98
19,Ligne1_RATP,174
19,Ligne2_RATP,107
19,Ligne3_RATP,127
19,Ligne4_RATP,243
19,Ligne5_RATP,147
19,Ligne6_RATP,212
19,Ligne7_RATP,160
19,Ligne8_RATP,187
19,Ligne9_RATP,151
19,RERB,437
19,RERC_SNCF,241
19,RERD_SNCF,254
19,RERE_SNCF,150
19,RER_A,442
20,Ligne10_RATP,50
20,Ligne11_RATP,51
20,Ligne12_RATP,118
20,Ligne13_RATP,126
20,Ligne14_RATP,48
20,Ligne1_RATP,109
20,Ligne2_RATP,104
20,Ligne3_RATP,99
20,Ligne4_RATP,201
20,Ligne5_RATP,122
20,Ligne6_RATP,186
20,Ligne7_RATP,145
20,Ligne8_RATP,132
20,Ligne9_RATP,115
20,RERB,266
20,RERC_SNCF,143
20,RERD_SNCF,215
20,RERE_SNCF,97
20,RER_A,404
21,Ligne10_RATP,28
21,Ligne11_RATP,29
21,Ligne12_RATP,60
21,Ligne13_RATP,52
21,Ligne14_RATP,29
21,Ligne1_RATP,67
21,Ligne2_RATP,72
21,Ligne3_RATP,49
21,Ligne4_RATP,91
21,Ligne5_RATP,69
21,Ligne6_RATP,93
21,Ligne7_RATP,83
21,Ligne8_RATP,65
21,Ligne9_RATP,55
21,RERB,186
21,RERC_SNCF,11
21,RERD_SNCF,10
21,RERE_SNCF,8
21,RER_A,220
22,Ligne10_RATP,23
22,Ligne11_RATP,7
22,Ligne12_RATP,57
22,Ligne13_RATP,47
22,Ligne14_RATP,29
22,Ligne1_RATP,32
22,Ligne2_RATP,42
22,Ligne3_RATP,34
22,Ligne4_RATP,94
22,Ligne5_RATP,26
22,Ligne6_RATP,92
22,Ligne7_RATP,60
22,Ligne8_RATP,38
22,Ligne9_RATP,50
22,RERB,82
22,RERE_SNCF,2
22,RER_A,133
23,Ligne10_RATP,19
23,Ligne11_RATP,19
23,Ligne12_RATP,37
23,Ligne13_RATP,60
23,Ligne14_RATP,38
23,Ligne1_RATP,20
23,Ligne2_RATP,31
23,Ligne3_RATP,22
23,Ligne4_RATP,67
23,Ligne5_RATP,37
23,Ligne6_RATP,75
23,Ligne7_RATP,56
23,Ligne8_RATP,52
23,Ligne9_RATP,42
23,RERB,86
23,RER_A,104
