Date,T_high,T_avg,T_low,V_high,V_avg,V_low,W_high,W_avg,rain,fog,snow,Thunderstorms,R_F_S_T
2013/2/19,9,3,-2,10,8,4,10,5,0,0,0,0,0
2013/2/20,7,3,0,10,9,4,24,10,0,0,0,0,0
2013/2/21,3,0,-2,10,10,10,29,18,0,0,0,0,0
2013/2/22,0,-2,-3,10,10,6,26,19,0,0,1,0,1
2013/2/23,-1,-3,-5,10,7,5,21,16,0,0,1,0,1
2013/2/24,1,-1,-2,9,6,2,19,14,1,0,1,0,1
2013/2/25,2,1,0,7,5,2,14,10,1,0,1,0,1
2013/2/26,5,3,1,10,8,4,23,11,1,0,1,0,1
2013/2/27,4,2,1,9,6,3,21,13,1,0,0,0,1
2013/2/28,2,1,1,10,9,5,14,11,0,0,0,0,0
2013/3/1,4,3,2,10,8,5,19,11,0,0,0,0,0
2013/3/2,4,2,1,10,9,7,19,13,0,0,0,0,0
2013/3/3,7,3,-1,9,6,5,21,11,0,0,0,0,0
2013/3/4,14,6,-2,10,8,5,19,10,0,0,0,0,0
2013/3/5,16,9,3,10,10,10,24,13,0,0,0,0,0
2013/3/6,16,12,8,10,10,10,11,8,1,0,0,0,1
2013/3/7,14,11,8,10,9,5,16,8,1,0,0,0,1
2013/3/8,13,10,8,10,8,2,24,10,1,0,0,0,1
2013/3/9,16,11,7,10,10,9,16,8,0,0,0,0,0
2013/3/10,7,4,3,10,7,0,21,8,0,0,0,0,0
2013/3/11,3,1,0,7,4,2,23,16,1,0,1,0,1
2013/3/12,-2,-3,-3,5,2,0,19,16,0,1,1,0,1
2013/3/13,3,-3,-9,10,10,8,14,10,0,0,0,0,0
2013/3/14,4,1,-2,10,10,8,26,8,0,0,0,0,0
2013/3/15,7,1,-5,10,9,5,26,8,0,0,0,0,0
2013/3/16,9,6,2,10,10,8,37,21,1,0,0,0,1
2013/3/17,9,7,4,10,10,2,37,18,1,0,0,1,1
2013/3/18,8,4,1,10,10,10,29,13,1,0,0,0,1
2013/3/19,10,7,3,10,10,7,26,13,1,0,0,0,1
2013/3/20,8,6,2,10,9,3,24,13,1,0,0,0,1
2013/3/21,9,4,1,10,7,3,19,8,1,0,0,0,1
2013/3/22,13,8,3,10,10,7,29,16,0,0,0,0,0
2013/3/23,11,8,5,10,9,6,19,11,1,0,0,0,1
2013/3/24,7,6,4,10,7,2,21,16,1,0,0,0,1
2013/3/25,8,6,3,10,10,10,21,14,0,0,0,0,0
2013/3/26,5,3,1,10,10,10,19,14,0,0,0,0,0
2013/3/27,7,3,1,10,10,9,19,13,0,0,0,0,0
2013/3/28,6,3,2,10,7,4,14,6,1,0,0,0,1
2013/3/29,6,1,-3,10,7,5,19,8,0,0,0,0,0
2013/3/30,6,3,0,5,5,4,19,14,0,0,0,0,0
2013/3/31,5,1,-2,10,9,4,19,11,0,0,0,0,0
2013/4/1,9,4,-1,10,9,5,27,19,0,0,0,0,0
2013/4/2,10,5,0,10,10,10,24,18,0,0,0,0,0
2013/4/3,8,4,1,10,9,6,21,11,0,0,0,0,0
2013/4/4,9,6,2,10,7,5,26,16,1,0,1,0,1
2013/4/5,9,7,4,7,6,5,24,18,1,0,0,0,1
2013/4/6,8,6,3,10,8,5,21,14,0,0,0,0,0
2013/4/7,11,4,-2,10,9,5,23,8,0,0,0,0,0
2013/4/8,10,7,3,10,10,10,14,8,0,0,0,0,0
2013/4/9,12,9,6,10,10,6,32,13,1,0,0,1,1
2013/4/10,13,10,8,10,10,2,27,18,1,0,0,0,1
2013/4/11,14,12,10,10,10,5,29,21,1,0,0,0,1
2013/4/12,15,11,8,10,10,10,35,21,1,0,0,1,1
2013/4/13,14,10,7,10,10,10,24,16,1,0,0,0,1
2013/4/14,25,19,13,10,10,10,32,16,0,0,0,0,0
2013/4/15,20,16,12,10,10,10,14,6,1,0,0,0,1
2013/4/16,19,16,13,10,10,10,23,11,0,0,0,0,0
2013/4/17,25,19,13,10,10,10,24,13,0,0,0,0,0
2013/4/18,19,16,12,10,10,10,29,18,0,0,0,0,0
2013/4/19,12,9,6,10,10,9,24,14,1,0,0,0,1
2013/4/20,14,9,5,10,10,8,24,16,0,0,0,0,0
2013/4/21,16,10,4,10,10,10,16,10,0,0,0,0,0
2013/4/22,15,8,2,10,9,6,13,5,0,0,0,0,0
2013/4/23,18,12,6,10,10,10,19,6,0,0,0,0,0
2013/4/24,24,14,6,10,9,6,13,5,0,0,0,0,0
2013/4/25,26,18,10,10,9,5,11,6,0,0,0,0,0
2013/4/26,17,12,8,10,9,2,26,10,1,0,0,0,1
2013/4/27,12,9,6,10,10,10,24,13,0,0,0,0,0
2013/4/28,13,9,5,10,10,8,19,10,1,0,0,0,1
2013/4/29,15,9,4,10,10,10,16,8,0,0,0,0,0
2013/4/30,-,-,-,-,-,-,-,-,0,0,0,0,0
2013/5/1,15,13,11,10,7,2,23,13,1,0,0,0,1
2013/5/2,18,14,10,10,7,1,14,8,0,0,0,0,0
2013/5/3,18,13,8,10,9,5,19,10,0,0,0,0,0
2013/5/4,17,11,6,10,10,9,16,8,0,0,0,0,0
2013/5/5,20,16,11,10,10,10,13,6,0,0,0,0,0
2013/5/6,19,13,8,10,10,7,11,6,1,0,0,0,1
2013/5/7,22,16,9,10,9,5,10,5,0,0,0,0,0
2013/5/8,21,16,11,10,9,4,26,10,1,0,0,0,1
2013/5/9,17,13,11,10,10,10,24,14,0,0,0,0,0
2013/5/10,14,12,10,10,10,10,23,18,0,0,0,0,0
2013/5/11,18,14,11,10,10,8,29,14,1,0,0,0,1
2013/5/12,16,12,8,10,10,10,23,19,1,0,0,0,1
2013/5/13,17,13,11,10,10,5,26,19,1,0,0,0,1
2013/5/14,15,12,10,10,10,10,27,16,1,0,0,0,1
2013/5/15,17,13,9,10,10,10,26,19,1,0,0,0,1
2013/5/16,14,11,9,10,10,10,14,8,1,0,0,0,1
2013/5/17,16,11,7,10,9,5,21,8,0,0,0,0,0
2013/5/18,16,10,5,10,9,5,23,10,1,0,0,0,1
2013/5/19,15,12,10,10,10,7,14,10,1,0,0,0,1
2013/5/20,12,11,10,10,8,2,23,10,1,0,0,0,1
2013/5/21,12,11,11,10,9,3,21,8,1,0,0,0,1
2013/5/22,16,12,9,10,10,10,19,13,1,0,0,0,1
2013/5/23,12,8,5,10,10,7,32,11,1,0,0,1,1
2013/5/24,9,6,2,10,9,0,21,6,1,1,0,1,1
2013/5/25,15,10,6,10,10,8,23,11,1,0,0,0,1
2013/5/26,17,12,7,10,10,8,21,13,0,0,0,0,0
2013/5/27,18,11,4,10,10,10,16,5,0,0,0,0,0
2013/5/28,15,13,11,10,10,3,21,10,1,0,0,0,1
2013/5/29,17,11,6,10,10,9,19,8,1,0,0,0,1
2013/5/30,15,12,10,10,9,2,16,8,1,0,0,1,1
2013/5/31,18,14,11,10,8,5,24,13,0,0,0,0,0
2013/6/1,21,16,10,10,9,4,23,13,0,0,0,0,0
2013/6/2,18,13,9,10,10,10,23,11,0,0,0,0,0
2013/6/3,17,12,8,10,10,8,23,14,0,0,0,0,0
2013/6/4,18,13,8,10,10,9,19,14,0,0,0,0,0
2013/6/5,24,17,10,10,9,4,19,10,0,0,0,0,0
2013/6/6,27,19,12,10,9,6,19,10,0,0,0,1,1
2013/6/7,27,21,15,10,10,10,26,11,0,0,0,0,0
2013/6/8,25,19,14,10,9,5,23,14,0,0,0,0,0
2013/6/9,18,14,12,10,8,5,19,13,1,0,0,0,1
2013/6/10,19,14,11,10,10,7,16,8,0,0,0,0,0
2013/6/11,21,16,12,10,9,5,19,8,1,0,0,0,1
2013/6/12,22,19,17,10,10,9,26,16,1,0,0,0,1
2013/6/13,20,17,13,10,10,7,24,16,1,0,0,0,1
2013/6/14,20,14,8,10,10,10,23,8,0,0,0,0,0
2013/6/15,20,17,13,10,10,10,32,14,0,0,0,0,0
2013/6/16,24,18,13,10,10,10,16,10,0,0,0,0,0
2013/6/17,26,20,14,10,10,3,27,11,1,0,0,1,1
2013/6/18,29,23,18,10,10,10,13,6,1,0,0,0,1
2013/6/19,27,22,17,10,9,1,27,11,1,0,0,1,1
2013/6/20,23,20,17,10,9,1,23,6,1,1,0,1,1
2013/6/21,20,18,15,10,10,5,21,14,1,0,0,0,1
2013/6/22,18,17,15,10,10,10,34,21,1,0,0,0,1
2013/6/23,18,16,13,10,10,10,29,24,1,0,0,0,1
2013/6/24,16,13,12,10,10,10,23,16,1,0,0,0,1
2013/6/25,18,13,8,10,10,10,14,5,0,0,0,0,0
2013/6/26,20,14,9,10,10,10,16,8,0,0,0,0,0
2013/6/27,20,16,12,10,10,7,13,6,1,0,0,0,1
2013/6/28,18,14,12,10,9,4,13,10,1,0,0,0,1
2013/6/29,21,17,14,10,10,6,21,14,0,0,0,0,0
2013/6/30,24,17,10,10,10,10,13,5,0,0,0,0,0
2013/7/1,24,19,14,10,10,10,14,6,0,0,0,0,0
2013/7/2,26,19,12,10,10,10,21,6,0,0,0,0,0
2013/7/3,22,18,15,10,10,3,29,19,1,0,0,0,1
2013/7/4,22,17,12,10,10,10,14,8,0,0,0,0,0
2013/7/5,24,19,15,10,10,10,16,6,0,0,0,0,0
2013/7/6,27,20,13,10,9,2,16,6,0,0,0,0,0
2013/7/7,29,23,17,10,10,8,21,11,0,0,0,0,0
2013/7/8,28,22,17,10,10,10,24,14,0,0,0,0,0
2013/7/9,28,22,17,10,10,8,24,14,0,0,0,0,0
2013/7/10,26,20,15,29,11,10,26,16,0,0,0,0,0
2013/7/11,22,17,11,31,12,10,24,16,0,0,0,0,0
2013/7/12,24,17,11,27,11,6,35,14,0,0,0,0,0
2013/7/13,23,17,12,26,9,5,35,14,0,0,0,0,0
2013/7/14,28,21,14,19,9,2,26,10,0,0,0,0,0
2013/7/15,29,22,16,27,12,3,26,6,0,0,0,0,0
2013/7/16,28,26,22,26,12,10,35,13,0,0,0,0,0
2013/7/17,29,23,18,29,12,10,40,13,0,0,0,0,0
2013/7/18,30,24,18,10,9,5,24,14,0,0,0,0,0
2013/7/19,31,24,18,10,10,10,26,18,0,0,0,0,0
2013/7/20,30,24,18,10,10,10,24,14,0,0,0,0,0
2013/7/21,34,26,17,10,10,10,14,10,0,0,0,0,0
2013/7/22,34,27,20,10,10,10,19,6,0,0,0,0,0
2013/7/23,32,26,20,10,10,10,24,8,1,0,0,1,1
2013/7/24,29,23,18,10,10,8,11,6,1,0,0,1,1
2013/7/25,30,24,18,10,10,8,19,6,0,0,0,0,0
2013/7/26,30,25,20,10,10,9,21,10,1,0,0,1,1
2013/7/27,31,24,19,10,10,0,29,11,1,1,0,1,1
2013/7/28,26,21,17,10,10,10,24,14,1,0,0,1,1
2013/7/29,26,21,17,10,10,10,26,13,1,0,0,1,1
2013/7/30,24,20,17,10,10,10,32,14,1,0,0,0,1
2013/7/31,27,23,19,10,10,10,26,16,0,0,0,0,0
2013/8/1,35,26,17,10,10,10,23,10,0,0,0,0,0
2013/8/2,34,27,21,10,10,10,27,11,0,0,0,0,0
2013/8/3,26,22,18,10,10,10,24,14,1,0,0,1,1
2013/8/4,28,21,14,10,10,10,19,6,0,0,0,0,0
2013/8/5,30,22,14,10,10,10,27,8,0,0,0,1,1
2013/8/6,25,20,16,10,10,10,16,10,0,0,0,0,0
2013/8/7,21,18,16,10,9,1,16,8,1,1,0,0,1
2013/8/8,23,18,13,10,10,7,14,6,0,0,0,0,0
2013/8/9,25,19,14,10,10,10,24,8,0,0,0,0,0
2013/8/10,23,18,13,10,10,10,16,10,0,0,0,0,0
2013/8/11,24,17,10,10,10,10,16,6,0,0,0,0,0
2013/8/12,22,18,15,10,10,10,21,8,0,0,0,0,0
2013/8/13,22,17,12,10,10,10,14,10,0,0,0,0,0
2013/8/14,24,17,10,10,10,10,14,5,0,0,0,0,0
2013/8/15,27,19,12,10,10,10,11,6,0,0,0,0,0
2013/8/16,29,21,14,10,10,10,23,6,0,0,0,0,0
2013/8/17,27,21,16,10,10,10,24,10,1,0,0,0,1
2013/8/18,25,21,18,10,10,3,27,14,1,0,0,0,1
2013/8/19,22,18,15,10,10,7,23,8,0,0,0,0,0
2013/8/20,24,17,10,10,10,10,11,3,0,0,0,0,0
2013/8/21,26,18,11,10,10,10,16,8,0,0,0,0,0
2013/8/22,27,21,15,10,10,10,24,10,0,0,0,0,0
2013/8/23,30,22,14,10,10,10,14,8,0,0,0,0,0
2013/8/24,23,20,17,10,10,4,23,11,1,0,0,0,1
2013/8/25,17,14,13,10,9,5,23,16,1,0,0,0,1
2013/8/26,23,17,11,10,10,6,24,8,0,0,0,0,0
2013/8/27,23,19,15,19,11,10,40,11,0,0,0,1,1
2013/8/28,24,19,14,29,11,5,26,11,0,0,0,0,0
2013/8/29,24,18,13,10,9,3,11,6,0,1,0,0,1
2013/8/30,24,17,11,10,10,8,16,5,0,0,0,0,0
2013/8/31,24,19,15,10,10,10,16,6,0,0,0,0,0
2013/9/1,21,16,10,10,10,10,14,10,0,0,0,0,0
2013/9/2,24,17,11,10,10,10,16,6,0,0,0,0,0
2013/9/3,26,18,11,10,10,10,10,5,0,0,0,0,0
2013/9/4,31,22,14,10,10,10,13,6,0,0,0,0,0
2013/9/5,33,24,15,10,10,10,16,8,0,0,0,0,0
2013/9/6,22,19,16,10,9,6,19,6,1,0,0,1,1
2013/9/7,21,16,12,10,10,10,16,6,0,0,0,0,0
2013/9/8,22,17,12,10,10,10,19,6,0,0,0,0,0
2013/9/9,17,14,12,10,9,2,21,11,1,0,0,0,1
2013/9/10,18,14,11,10,10,10,23,13,0,0,0,0,0
2013/9/11,16,13,12,10,10,10,21,14,1,0,0,0,1
2013/9/12,17,14,13,10,10,6,13,6,0,0,0,0,0
2013/9/13,19,16,12,10,9,3,13,6,1,0,0,0,1
2013/9/14,18,16,13,10,9,4,26,11,1,0,0,0,1
2013/9/15,18,14,10,10,10,10,34,14,0,0,0,0,0
2013/9/16,16,12,9,10,10,2,27,18,1,0,0,0,1
2013/9/17,17,12,8,10,10,7,34,16,1,0,0,0,1
2013/9/18,18,16,13,10,10,5,29,19,1,0,0,0,1
2013/9/19,17,13,9,10,10,10,26,11,1,0,0,0,1
2013/9/20,20,17,13,10,10,10,19,11,0,0,0,0,0
2013/9/21,21,14,9,10,10,7,11,3,0,0,0,0,0
2013/9/22,20,17,13,10,10,7,10,3,1,0,0,0,1
2013/9/23,23,18,13,10,10,10,14,8,0,0,0,0,0
2013/9/24,24,17,10,10,10,7,13,6,0,0,0,0,0
2013/9/25,25,18,11,10,9,6,11,5,0,0,0,0,0
2013/9/26,21,18,15,10,9,5,14,6,0,0,0,0,0
2013/9/27,23,18,13,10,8,5,19,10,0,0,0,0,0
2013/9/28,21,18,15,10,10,7,24,11,1,0,0,0,1
2013/9/29,23,18,14,10,9,5,16,8,1,0,0,1,1
2013/9/30,19,16,13,10,10,4,16,8,0,0,0,0,0
2013/10/1,19,17,14,10,9,6,14,8,1,0,0,0,1
2013/10/2,22,17,13,10,10,7,14,8,0,0,0,0,0
2013/10/3,23,18,13,10,10,8,19,10,1,0,0,0,1
2013/10/4,21,19,17,10,10,10,23,13,1,0,0,1,1
2013/10/5,19,17,14,10,10,5,14,5,0,0,0,0,0
2013/10/6,20,16,11,10,10,5,8,3,0,0,0,0,0
2013/10/7,20,16,11,10,10,9,10,5,0,0,0,0,0
2013/10/8,20,16,11,10,10,8,11,3,0,0,0,0,0
2013/10/9,17,14,13,10,9,6,19,8,1,0,0,0,1
2013/10/10,14,10,7,10,10,10,27,16,1,0,0,0,1
2013/10/11,11,9,8,10,10,10,21,13,1,0,0,0,1
2013/10/12,12,9,5,10,9,5,24,10,1,0,0,0,1
2013/10/13,14,9,4,10,9,5,29,10,0,0,0,0,0
2013/10/14,16,13,10,10,10,10,24,16,1,0,0,0,1
2013/10/15,15,11,8,10,10,9,16,11,0,0,0,0,0
2013/10/16,14,9,4,10,7,1,19,5,1,1,0,0,1
2013/10/17,18,13,9,10,10,10,23,10,0,0,0,0,0
2013/10/18,16,12,8,10,5,0,21,6,0,1,0,0,1
2013/10/19,19,14,9,10,10,3,26,8,0,1,0,0,1
2013/10/20,19,17,14,10,10,1,24,13,1,0,0,1,1
2013/10/21,20,17,13,10,10,10,21,13,1,0,0,0,1
2013/10/22,22,18,15,10,10,10,32,13,1,0,0,0,1
2013/10/23,20,18,15,10,10,10,32,19,0,0,0,0,0
2013/10/24,17,13,11,10,10,10,19,10,0,0,0,0,0
2013/10/25,19,17,14,10,10,8,23,11,1,0,0,0,1
2013/10/26,20,18,16,10,10,10,26,13,0,0,0,0,0
2013/10/27,17,14,13,10,10,1,40,29,1,1,0,0,1
2013/10/28,18,14,11,10,10,10,42,32,1,0,0,0,1
2013/10/29,14,10,7,10,10,10,29,21,0,0,0,0,0
2013/10/30,15,9,4,10,10,10,11,5,0,0,0,0,0
2013/10/31,14,8,3,10,10,10,23,8,1,0,0,0,1
2013/11/1,12,10,9,10,9,2,29,14,1,0,0,0,1
2013/11/2,16,13,10,10,10,10,34,23,1,0,0,0,1
2013/11/3,13,10,8,10,10,10,32,24,1,0,0,0,1
2013/11/4,14,9,4,10,10,3,37,26,1,0,0,0,1
2013/11/5,13,8,3,10,10,6,24,11,1,0,0,0,1
2013/11/6,16,13,10,10,9,5,32,18,1,0,0,0,1
2013/11/7,17,14,12,10,10,6,29,19,1,0,0,0,1
2013/11/8,14,11,9,10,10,8,35,13,1,0,0,0,1
2013/11/9,10,8,6,10,10,10,32,18,1,0,0,0,1
2013/11/10,10,7,3,10,10,6,26,14,1,0,0,0,1
2013/11/11,11,6,0,10,10,7,24,8,0,0,0,0,0
2013/11/12,10,9,8,10,8,2,21,11,1,0,0,0,1
2013/11/13,11,7,2,10,10,5,19,10,0,0,0,0,0
2013/11/14,10,5,0,10,8,0,19,6,1,1,0,0,1
2013/11/15,10,8,6,10,10,10,26,18,1,0,0,0,1
2013/11/16,6,3,2,10,6,0,16,10,0,1,0,0,1
2013/11/17,6,4,3,10,8,5,13,8,0,0,0,0,0
2013/11/18,6,4,3,10,9,6,10,3,0,0,0,0,0
2013/11/19,8,6,3,10,10,7,23,10,1,0,0,0,1
2013/11/20,6,3,0,10,10,9,29,14,1,0,0,0,1
2013/11/21,4,3,2,10,9,6,23,10,1,0,0,0,1
2013/11/22,6,3,1,10,9,7,24,16,0,0,0,0,0
2013/11/23,7,6,5,10,10,10,19,13,0,0,0,0,0
2013/11/24,8,4,1,10,10,10,14,10,1,0,0,0,1
2013/11/25,7,6,5,10,10,10,14,11,0,0,0,0,0
2013/11/26,7,4,3,10,10,10,14,11,0,0,0,0,0
2013/11/27,7,4,2,10,10,7,11,8,0,0,0,0,0
2013/11/28,7,3,0,10,7,3,8,3,0,0,0,0,0
2013/11/29,10,8,7,10,6,2,19,8,1,0,0,0,1
2013/11/30,9,7,5,10,10,10,21,11,0,0,0,0,0
2013/12/1,8,6,4,10,9,3,14,8,1,0,0,0,1
2013/12/2,9,6,2,10,10,7,23,13,0,0,0,0,0
2013/12/3,8,3,-2,10,6,0,8,5,0,1,0,0,1
2013/12/4,8,4,0,10,7,0,10,5,0,1,0,0,1
2013/12/5,9,7,4,10,9,2,27,10,1,0,0,0,1
2013/12/6,8,6,4,10,10,10,19,10,0,0,0,0,0
2013/12/7,8,7,5,10,10,10,19,8,1,0,0,0,1
2013/12/8,11,6,1,10,10,9,13,6,0,0,0,0,0
2013/12/9,9,4,-1,10,8,5,11,5,0,0,0,0,0
2013/12/10,8,3,-2,10,7,2,13,5,0,0,0,0,0
2013/12/11,6,2,-2,10,7,5,11,6,0,0,0,0,0
2013/12/12,5,0,-4,7,5,3,11,6,0,0,0,0,0
2013/12/13,5,1,-3,6,5,2,14,8,1,0,0,0,1
2013/12/14,11,7,3,10,9,2,23,11,1,0,0,0,1
2013/12/15,10,7,4,10,10,10,24,16,0,0,0,0,0
2013/12/16,12,7,2,29,11,10,19,11,0,0,0,0,0
2013/12/17,10,6,2,31,14,10,19,10,0,0,0,0,0
2013/12/18,11,9,7,31,14,10,32,16,1,0,0,0,1
2013/12/19,10,7,2,31,12,7,37,24,1,0,0,0,1
2013/12/20,9,6,2,23,11,8,21,8,0,0,0,0,0
2013/12/21,7,6,4,19,10,10,32,21,1,0,0,0,1
2013/12/22,11,8,5,19,10,6,32,23,1,0,0,0,1
2013/12/23,12,9,6,19,10,10,42,23,1,0,0,0,1
2013/12/24,12,11,9,19,11,6,52,40,1,0,0,0,1
2013/12/25,9,7,6,19,10,8,32,21,1,0,0,0,1
2013/12/26,9,7,5,10,10,10,16,11,0,0,0,0,0
2013/12/27,13,9,4,19,11,10,40,27,1,0,0,0,1
2013/12/28,9,7,6,19,10,6,32,18,1,0,0,0,1
2013/12/29,9,6,2,19,10,10,23,16,1,0,0,0,1
2013/12/30,7,3,1,31,11,9,27,14,1,0,0,0,1
2013/12/31,9,7,5,19,10,10,26,14,1,0,0,0,1
2014/1/1,11,8,6,19,10,10,37,21,1,0,0,0,1
2014/1/2,12,10,9,19,10,10,35,27,1,0,0,0,1
2014/1/3,14,11,9,19,11,10,39,26,0,0,0,0,0
2014/1/4,13,10,7,19,11,10,26,21,1,0,0,0,1
2014/1/5,9,6,3,13,10,6,32,16,1,0,0,0,1
2014/1/6,13,11,8,24,10,5,35,27,1,0,0,0,1
2014/1/7,13,12,10,19,11,10,27,23,1,0,0,0,1
2014/1/8,14,10,7,31,11,7,24,14,1,0,0,0,1
2014/1/9,12,10,7,26,11,10,32,18,1,0,0,0,1
2014/1/10,7,4,3,19,10,0,13,6,0,1,0,0,1
2014/1/11,8,4,1,27,5,0,14,5,1,1,0,0,1
2014/1/12,7,2,-2,10,5,0,19,8,0,1,0,0,1
2014/1/13,10,8,5,19,11,8,19,11,1,0,0,0,1
2014/1/14,8,5,2,23,11,6,26,16,1,0,0,0,1
2014/1/15,9,5,1,27,11,2,24,13,1,0,0,0,1
2014/1/16,9,9,8,27,11,10,32,21,1,0,0,0,1
2014/1/17,11,8,4,19,10,10,32,24,0,0,0,0,0
2014/1/18,11,7,2,31,13,10,19,8,0,0,0,0,0
2014/1/19,9,7,4,27,11,6,14,6,1,0,0,0,1
2014/1/20,8,6,4,31,12,5,11,5,0,0,0,0,0
2014/1/21,4,3,1,27,10,0,21,11,0,1,0,0,1
2014/1/22,5,3,2,31,12,5,21,14,1,0,0,0,1
2014/1/23,9,7,4,31,10,5,27,10,1,0,0,0,1
2014/1/24,8,6,3,26,12,10,13,6,0,0,0,0,0
2014/1/25,10,7,3,26,12,10,29,13,1,0,0,0,1
2014/1/26,10,6,2,19,11,6,27,16,1,0,0,0,1
2014/1/27,7,6,3,19,10,10,32,24,1,0,0,0,1
2014/1/28,7,4,3,27,11,10,29,18,1,0,0,0,1
2014/1/29,5,4,3,23,11,6,23,13,1,0,0,0,1
2014/1/30,7,6,3,23,12,3,13,8,0,0,0,0,0
2014/1/31,8,3,-1,14,7,1,34,11,1,1,0,0,1
2014/2/1,9,7,6,27,11,6,39,26,1,0,0,0,1
2014/2/2,10,6,2,19,11,10,19,13,0,0,0,0,0
2014/2/3,9,4,-1,27,12,6,21,10,0,0,0,0,0
2014/2/4,9,7,4,10,10,10,34,23,0,0,0,0,0
2014/2/5,10,8,5,27,11,9,40,31,1,0,0,0,1
2014/2/6,13,9,6,19,11,10,32,23,1,0,0,0,1
2014/2/7,11,9,7,27,11,10,55,35,1,0,0,0,1
2014/2/8,10,8,6,19,10,3,40,29,1,0,0,0,1
2014/2/9,9,7,4,10,10,10,39,29,0,0,0,0,0
2014/2/10,9,7,3,19,10,10,19,10,0,0,0,0,0
2014/2/11,8,6,3,23,11,10,34,19,1,0,0,0,1
2014/2/12,9,6,2,19,11,10,42,18,1,0,0,0,1
2014/2/13,8,6,4,19,11,6,35,21,1,0,0,0,1
2014/2/14,14,9,3,19,10,5,42,18,1,0,0,0,1
2014/2/15,11,9,7,19,11,10,39,31,0,0,0,0,0
2014/2/16,12,8,5,19,11,10,26,18,0,0,0,0,0
2014/2/17,11,7,2,24,11,10,21,13,0,0,0,0,0
2014/2/18,9,6,3,31,13,10,16,8,0,0,0,0,0
2014/2/19,12,9,6,29,12,10,16,8,1,0,0,0,1
2014/2/20,12,10,8,19,10,3,27,16,1,0,0,0,1
2014/2/21,11,8,6,18,10,10,27,19,1,0,0,0,1
2014/2/22,9,7,5,18,10,4,23,13,1,0,0,0,1
2014/2/23,13,8,3,27,9,0,26,10,0,1,0,0,1
2014/2/24,14,9,3,31,11,10,24,13,0,0,0,0,0
2014/2/25,12,10,8,16,10,10,34,21,1,0,0,0,1
2014/2/26,11,8,4,31,11,10,14,10,0,0,0,0,0
2014/2/27,10,6,2,29,10,6,34,11,1,0,0,0,1
2014/2/28,9,7,4,29,11,6,26,13,1,0,0,0,1
2014/3/1,9,6,2,31,12,6,14,10,1,0,0,0,1
2014/3/2,11,4,-2,19,8,3,32,10,0,0,0,0,0
2014/3/3,9,7,3,27,11,5,29,21,1,0,0,0,1
2014/3/4,12,7,2,24,10,6,14,6,0,0,0,0,0
2014/3/5,13,7,1,29,11,5,10,5,0,0,0,0,0
2014/3/6,14,8,1,31,11,6,11,5,0,0,0,0,0
2014/3/7,16,8,1,19,9,5,13,6,0,0,0,0,0
2014/3/8,18,10,2,13,8,2,21,8,0,0,0,0,0
2014/3/9,21,12,3,31,11,5,14,10,0,0,0,0,0
2014/3/10,19,11,3,14,9,5,21,8,0,0,0,0,0
2014/3/11,16,12,8,6,4,2,21,14,0,0,0,0,0
2014/3/12,17,11,4,11,6,2,19,10,0,0,0,0,0
2014/3/13,19,11,3,10,5,2,8,3,0,0,0,0,0
2014/3/14,19,12,4,10,4,0,14,3,0,1,0,0,1
2014/3/15,14,11,7,27,7,1,23,14,0,0,0,0,0
2014/3/16,18,12,6,26,11,6,19,11,0,0,0,0,0
2014/3/17,10,8,7,19,9,3,14,8,0,0,0,0,0
2014/3/18,14,11,8,26,10,5,23,8,0,0,0,0,0
2014/3/19,17,12,7,29,12,10,16,11,0,0,0,0,0
2014/3/20,20,12,3,29,12,10,32,11,0,0,0,0,0
2014/3/21,14,11,9,27,12,10,29,21,1,0,0,0,1
2014/3/22,13,10,6,10,10,10,32,21,1,0,0,0,1
2014/3/23,11,7,3,19,11,3,27,16,1,0,0,0,1
2014/3/24,11,6,1,27,12,8,13,6,0,0,0,0,0
2014/3/25,8,6,3,27,13,10,26,11,1,0,0,0,1
2014/3/26,11,7,2,26,11,6,19,11,0,0,0,0,0
2014/3/27,12,6,0,27,10,2,14,6,0,0,0,0,0
2014/3/28,16,8,1,26,10,6,23,8,0,0,0,0,0
2014/3/29,21,12,4,27,9,5,27,13,0,0,0,0,0
2014/3/30,19,12,6,31,12,10,14,8,0,0,0,0,0
2014/3/31,19,13,7,29,10,5,21,6,0,0,0,0,0
2014/4/1,21,13,6,27,12,5,16,6,0,0,0,0,0
2014/4/2,20,13,7,19,11,8,16,10,0,0,0,0,0
2014/4/3,18,14,11,31,11,10,27,13,0,0,0,0,0
2014/4/4,14,12,11,31,13,10,13,6,1,0,0,0,1
2014/4/5,19,12,5,27,11,8,16,5,0,0,0,0,0
2014/4/6,19,16,13,10,10,10,21,11,0,0,0,0,0
2014/4/7,23,17,11,26,11,3,35,14,0,0,0,1,1
2014/4/8,14,11,8,19,10,10,32,21,1,0,0,0,1
2014/4/9,16,9,3,26,11,6,11,5,0,0,0,0,0
2014/4/10,19,11,4,29,12,10,13,5,0,0,0,0,0
2014/4/11,17,12,7,31,11,5,19,10,0,0,0,0,0
2014/4/12,17,11,6,26,9,5,14,8,0,0,0,0,0
2014/4/13,15,11,7,31,12,10,16,8,0,0,0,0,0
2014/4/14,16,11,6,23,11,5,19,11,0,0,0,0,0
2014/4/15,14,9,3,29,11,10,24,11,0,0,0,0,0
